Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
IGB S/A;PNB;IGBR6;43185362000107;IGB S/A;Ação;-;Financeiro;Exploração de imóveis;Exploração de imóveis
IGB S/A;PNC;IGBR7;43185362000107;IGB S/A;Ação;-;Financeiro;Exploração de imóveis;Exploração de imóveis
Iguá Rio de Janeiro S/A;ON;26727 ON;42353180000135;Iguá Rio de Janeiro S/A;Ação;-;-;-;-
Igua SA;ON;IGSN3;8159965000133;Igua SA;Ação;BRIGSNACNOR0;Utilidade pública;Água e saneamento;Água e saneamento
Iguacu Cafe;ON;IGUA3;76255926000190;Iguacu Cafe;Ação;BRIGUAACNOR3;-;-;-
Iguacu Cafe;PNA;IGUA5;76255926000190;Iguacu Cafe;Ação;BRIGUAACNPA6;-;-;-
Iguacu Cafe;PNB;IGUA6;76255926000190;Iguacu Cafe;Ação;BRIGUAACNPB4;-;-;-
Iguacu Celuluse Papel S/A;ON;15113 ON;81304727000164;Iguacu Celuluse Papel S/A;Ação;-;-;-;-
Iguatemi;ON;IGTA3;51218147000193;Iguatemi;Ação;BRIGTAACNOR5;Financeiro;Exploração de imóveis;Exploração de imóveis
Iguatemi SA;ON;IGTI3;60543816000193;Iguatemi SA;Ação;BRIGTIACNOR8;Financeiro;Exploração de imóveis;Exploração de imóveis
Iguatemi SA;PN;IGTI4;60543816000193;Iguatemi SA;Ação;BRIGTIACNPR5;Financeiro;Exploração de imóveis;Exploração de imóveis
Iguatemi SA;PN-old;JPSA4;60543816000193;Iguatemi SA;Ação;BRJPSAACNPR3;Financeiro;Exploração de imóveis;Exploração de imóveis
Iguatemi SA;UNT;IGTI11;60543816000193;Iguatemi SA;Ação;BRIGTICDAM16;Financeiro;Exploração de imóveis;Exploração de imóveis
Ihpardini;ON;PARD3;19378769000176;Ihpardini;Ação;BRPARDACNOR1;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Imc Holdings;ON;IMCH3;8936792000112;Imc Holdings;Ação;BRIMCHACNOR4;-;-;-
Imc S/A;ON;MEAL3;17314329000120;Imc S/A;Ação;BRMEALACNOR9;Consumo cíclico;Hotéis e restaurantes;Restaurante e similares
Imigrantes Cia Sec de Cred Imob;ON;19518 ON;5918309000189;Imigrantes Cia Sec de Cred Imob;Ação;-;-;-;-
Imperio;PN;IMPE4;33123118000166;Imperio;Ação;-;-;-;-
Inbrac;PN;IBRC4;61081972000142;Inbrac;Ação;-;-;-;-
Inbrands SA;ON;22560 ON;9054385000144;Inbrands SA;Ação;-;-;-;-
Ind Azulejos Bahia S/A;ON;06955 ON;15126626000116;Ind Azulejos Bahia S/A;Ação;-;-;-;-
Ind Azulejos Bahia S/A;PN;06955 PN;15126626000116;Ind Azulejos Bahia S/A;Ação;-;-;-;-
Ind Cataguas;ON;CATA3;19526748000150;Ind Cataguas;Ação;BRCATAACNOR1;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Ind Cataguas;PN;CATA4;19526748000150;Ind Cataguas;Ação;BRCATAACNPR8;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Indusval;ON;IDVL3;61024352000171;Indusval;Ação;BRIDVLACNOR5;Financeiro;Intermediários financeiros;Bancos
Indusval;PN;IDVL4;61024352000171;Indusval;Ação;BRIDVLACNPR2;Financeiro;Intermediários financeiros;Bancos
Inepar;ON;INEP3;76627504000106;Inepar;Ação;BRINEPACNOR1;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Inepar;PN;INEP4;76627504000106;Inepar;Ação;BRINEPACNPR8;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Inepar Equip e Montagens S/A;ON;17868 ON;2258422000197;Inepar Equip e Montagens S/A;Ação;-;-;-;-
Inepar Equip e Montagens S/A;PN;17868 PN;2258422000197;Inepar Equip e Montagens S/A;Ação;-;-;-;-
Infracomm;ON;IFCM3;38456921000136;Infracomm;Ação;BRIFCMACNOR8;Tecnologia da informação;Programas e serviços;Programas e serviços
Inspirali Educação S/A;ON;27251 ON;35822503000127;Inspirali Educação S/A;Ação;-;-;-;-
Intelbras;ON;INTB3;82901000000127;Intelbras;Ação;BRINTBACNOR9;Tecnologia da informação;Computadores e equipamentos;Computadores e equipamentos
Inter SA;ON;INNT3;9611768000176;Inter SA;Ação;BRINNTACNOR4;Consumo cíclico;Construção civil;Incorporações
Intercement Brasil S/A;ON;25992 ON;62258884000136;Intercement Brasil S/A;Ação;-;-;-;-
Intermedica;ON;GNDI3;19853511000184;Intermedica;Ação;BRGNDIACNOR2;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Interplayers Soluções Integradas S/A;ON;26387 ON;5347060000107;Interplayers Soluções Integradas S/A;Ação;-;-;-;-
Invepar;ON;IVPR3B;3758318000124;Invepar;Ação;BRIVPRACNOR6;Bens industriais;Transporte;Serviços de apoio e armazenagem
Invepar;PN;IVPR4B;3758318000124;Invepar;Ação;BRIVPRACNPR3;Bens industriais;Transporte;Serviços de apoio e armazenagem
Invest Bemge;ON;FIGE3;1548981000179;Invest Bemge;Ação;BRFIGEACNOR6;Outros;Outros;Outros
Invest Bemge;PN;FIGE4;1548981000179;Invest Bemge;Ação;BRFIGEACNPR3;Outros;Outros;Outros
Investco S/A;ON;18589 ON;644907000193;Investco S/A;Ação;-;-;-;-
Investco S/A;PN;18589 PN;644907000193;Investco S/A;Ação;-;-;-;-
Invitel Legacy S/A;ON;21687 ON;10242478000181;Invitel Legacy S/A;Ação;-;-;-;-
Iochp-Maxion;ON;MYPK3;61156113000175;Iochp-Maxion;Ação;BRMYPKACNOR7;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Iochp-Maxion;PN;MYPK4;61156113000175;Iochp-Maxion;Ação;-;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Ipiranga Dis;ON;DPPI3;92689256000176;Ipiranga Dis;Ação;-;-;-;-
Ipiranga Dis;PN;DPPI4;92689256000176;Ipiranga Dis;Ação;-;-;-;-
Ipiranga Pet;ON;PTIP3;33069766000181;Ipiranga Pet;Ação;-;-;-;-
Ipiranga Pet;PN;PTIP4;33069766000181;Ipiranga Pet;Ação;-;-;-;-
Ipiranga Ref;ON;RIPI3;94845674000130;Ipiranga Ref;Ação;-;-;-;-
Ipiranga Ref;PN;RIPI4;94845674000130;Ipiranga Ref;Ação;-;-;-;-
Irani;ON;RANI3;92791243000103;Irani;Ação;BRRANIACNOR5;Materiais básicos;Embalagens;Embalagens
Irani;PN;RANI4;92791243000103;Irani;Ação;BRRANIACNPR2;Materiais básicos;Embalagens;Embalagens
Irbbrasil Re;ON;IRBR3;33376989000191;Irbbrasil Re;Ação;BRIRBRACNOR4;Financeiro;Previdência e seguros;Resseguradoras
Itaitinga;ON;SQRM3;1258943000181;Itaitinga;Ação;BRSQRMACNOR2;Financeiro;Outros;Outros
Itaitinga;PN;SQRM4;1258943000181;Itaitinga;Ação;-;Financeiro;Outros;Outros
Itaitinga;PRB;SQRM11;1258943000181;Itaitinga;Ação;BRSQRMARNPB1;Financeiro;Outros;Outros
Itapebi Geração de Energia S/A;ON;19364 ON;2397080000196;Itapebi Geração de Energia S/A;Ação;-;-;-;-
Itaqui Ger de Energia S/A;ON;23213 ON;8219477000174;Itaqui Ger de Energia S/A;Ação;-;-;-;-
Itausa;ON;ITSA3;61532644000115;Itausa;Ação;BRITSAACNOR0;Financeiro;Intermediários financeiros;Bancos
Itausa;PN;ITSA4;61532644000115;Itausa;Ação;BRITSAACNPR7;Financeiro;Intermediários financeiros;Bancos
Itautec;ON;ITEC3;54526082000131;Itautec;Ação;BRITECACNOR6;Tecnologia da informação;Computadores e equipamentos;Computadores e equipamentos
ItauUnibanco;ON;ITUB3;60872504000123;ItauUnibanco;Ação;BRITUBACNOR4;Financeiro;Intermediários financeiros;Bancos
ItauUnibanco;PN;ITUB4;60872504000123;ItauUnibanco;Ação;BRITUBACNPR1;Financeiro;Intermediários financeiros;Bancos
Iven;ON;IVEN3;-;Iven;Ação;-;-;-;-
Iven;PN;IVEN4;-;Iven;Ação;-;-;-;-
Ivi;PN;VRLM4;28500320000120;Ivi;Ação;-;-;-;-
J. Macedo S/A;ON;21156 ON;14998371000119;J. Macedo S/A;Ação;-;-;-;-
J. Macedo S/A;PN;21156 PN;14998371000119;J. Macedo S/A;Ação;-;-;-;-
Jallesmachad;ON;JALL3;2635522000195;Jallesmachad;Ação;BRJALLACNOR0;Consumo não cíclico;Alimentos processados;Açúcar e álcool
Jaragua Fabril;PN;JFAB4;84432426000104;Jaragua Fabril;Ação;-;-;-;-
JBS;ON;JBSS3;2916265000160;JBS;Ação;BRJBSSACNOR8;Consumo não cíclico;Alimentos processados;Carnes e derivados
JHSF Malls S/A;ON;24473 ON;7859510000168;JHSF Malls S/A;Ação;-;-;-;-
JHSF Part;ON;JHSF3;8294224000165;JHSF Part;Ação;BRJHSFACNOR2;Consumo cíclico;Construção civil;Incorporações
Joao Fortes;ON;JFEN3;33035536000100;Joao Fortes;Ação;BRJFENACNOR0;Consumo cíclico;Construção civil;Incorporações
Josapar;ON;JOPA3;87456562000122;Josapar;Ação;BRJOPAACNOR5;Consumo não cíclico;Alimentos processados;Alimentos diversos
Josapar;PN;JOPA4;87456562000122;Josapar;Ação;BRJOPAACNPR2;Consumo não cíclico;Alimentos processados;Alimentos diversos
JSL;ON;JSLG3;52548435000179;JSL;Ação;BRJSLGACNOR2;Bens industriais;Transporte;Transporte rodoviário
Kallas;ON;KLAS3;9146451000106;Kallas;Ação;BRKLASACNOR3;Consumo cíclico;Construção civil;Incorporações
Kalunga S/A;ON;25631 ON;43283811000150;Kalunga S/A;Ação;-;-;-;-
Karsten;ON;CTKA3;82640558000104;Karsten;Ação;BRCTKAACNOR0;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Karsten;PN;CTKA4;82640558000104;Karsten;Ação;BRCTKAACNPR7;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Kepler Weber;ON;KEPL3;91983056000169;Kepler Weber;Ação;BRKEPLACNOR1;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
K-Infra Rodov do Aço S/A;ON;22446 ON;9414761000164;K-Infra Rodov do Aço S/A;Ação;-;-;-;-
Klab Riocell;ON;RCLL3;-;Klab Riocell;Ação;-;-;-;-
Klab Riocell;PN;RCLL4;-;Klab Riocell;Ação;-;-;-;-
Klab Riocell;PNA;RCLL5;-;Klab Riocell;Ação;-;-;-;-
Klab Riocell;PNC;RCLL7;-;Klab Riocell;Ação;-;-;-;-
Klabin S/A;ON;KLBN3;89637490000145;Klabin S/A;Ação;BRKLBNACNOR2;Materiais básicos;Madeira e papel;Papel e celulose
Klabin S/A;PN;KLBN4;89637490000145;Klabin S/A;Ação;BRKLBNACNPR9;Materiais básicos;Madeira e papel;Papel e celulose
Klabin S/A;UNT N2;KLBN11;89637490000145;Klabin S/A;Ação;BRKLBNCDAM18;Materiais básicos;Madeira e papel;Papel e celulose
Klabinsegall;ON;KSSA3;187032000148;Klabinsegall;Ação;-;-;-;-
Kora Saude;ON;KRSA3;13270520000166;Kora Saude;Ação;BRKRSAACNOR0;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Kuala;ON;ARTE3;82640723000110;Kuala;Ação;-;-;-;-
Kuala;PN;ARTE4;82640723000110;Kuala;Ação;-;-;-;-
La Fonte Tel;ON;LFFE3;53790218000153;La Fonte Tel;Ação;BRLFFEACNOR2;Comunicações;Telecomunicações;Telecomunicações
La Fonte Tel;PN;LFFE4;53790218000153;La Fonte Tel;Ação;BRLFFEACNPR9;Comunicações;Telecomunicações;Telecomunicações
Laboratório Teuto Brasileiro S/A;ON;26182 ON;17159229000176;Laboratório Teuto Brasileiro S/A;Ação;-;-;-;-
Laep;A;MILK33;8904552000136;Laep;Ação;BRMILKBDR003;Consumo não cíclico;Alimentos processados;Laticínios
Lark Maqs;ON;LARK3;60631090000140;Lark Maqs;Ação;BRLARKACNOR5;-;-;-
Lark Maqs;PN;LARK4;60631090000140;Lark Maqs;Ação;BRLARKACNPR2;-;-;-
Lavvi;ON;LAVV3;26462693000128;Lavvi;Ação;BRLAVVACNOR4;Consumo cíclico;Construção civil;Incorporações
Le Biscuit;ON;LLBI3;16233389000155;Le Biscuit;Ação;BRLLBIACNOR0;Consumo cíclico;Comércio;Produtos diversos
Le Biscuit;PN;LLBI4;16233389000155;Le Biscuit;Ação;BRLLBIACNPR7;Consumo cíclico;Comércio;Produtos diversos
Leads Cia Securitizadora;ON;23558 ON;21414457000112;Leads Cia Securitizadora;Ação;-;-;-;-
Leco;ON;LECO3;60434487000142;Leco;Ação;-;-;-;-
Leco;PN;LECO4;60434487000142;Leco;Ação;-;-;-;-
LF Tel;ON;PITI3;2390206000109;LF Tel;Ação;BRPITIACNOR9;-;-;-
LF Tel;PN;PITI4;2390206000109;LF Tel;Ação;-;-;-;-
Lfparticip;ON;MLPP3;15463423000115;Lfparticip;Ação;BRMLPPACNOR3;-;-;-
Lg Informática S/A;ON;25666 ON;1468594000122;Lg Informática S/A;Ação;-;-;-;-
Lg Informática S/A;PN;25666 PN;1468594000122;Lg Informática S/A;Ação;-;-;-;-
Lgt Hub S/A;ON;24198 ON;26173550000104;Lgt Hub S/A;Ação;-;-;-;-
Liasa;PN;LIAS4;17221771000101;Liasa;Ação;-;-;-;-
Libra Terminal Rio SA;ON;23434 ON;2373517000151;Libra Terminal Rio SA;Ação;-;-;-;-
Lifemed;ON;LMED3;2357251000153;Lifemed;Ação;BRLMEDACNOR3;Saúde;Equipamentos;Equipamentos
Light Energia S/A;ON;23000 ON;1917818000136;Light Energia S/A;Ação;-;-;-;-
Light S/A;ON;LIGT3;3378521000175;Light S/A;Ação;BRLIGTACNOR2;Utilidade pública;Energia elétrica;Energia elétrica
Light Serv de Eletr S/A;ON;08036 ON;60444437000146;Light Serv de Eletr S/A;Ação;-;-;-;-
Linha Amarela S/A;ON;24937 ON;974211000125;Linha Amarela S/A;Ação;-;-;-;-
Linha Amarela S/A;PN;24937 PN;974211000125;Linha Amarela S/A;Ação;-;-;-;-
Linhas Circulo;PN;ILLS4;84043009000170;Linhas Circulo;Ação;-;-;-;-
Linhas de Macapá Trans de Energia S/A;ON;23680 ON;10234027000100;Linhas de Macapá Trans de Energia S/A;Ação;-;-;-;-
Linhas de Xingu Trans de Energia S/A;ON;23671 ON;10240186000100;Linhas de Xingu Trans de Energia S/A;Ação;-;-;-;-
Linx;ON;LINX3;6948969000175;Linx;Ação;BRLINXACNOR0;Tecnologia da informação;Programas e serviços;Programas e serviços
Litel;ON;LTEL3B;743065000127;Litel;Ação;BRLTELACNOR1;Materiais básicos;Mineração;Minerais metálicos
Litel;PNA;LTEL5B;743065000127;Litel;Ação;BRLTELACNPA4;Materiais básicos;Mineração;Minerais metálicos
Litel;PRB;LTEL11B;743065000127;Litel;Ação;BRLTELARNPB0;Materiais básicos;Mineração;Minerais metálicos
Litela;ON;LTLA3B;5495546000184;Litela;Ação;BRLTLAACNOR9;Materiais básicos;Mineração;Minerais metálicos
Livr Globo;ON;LGLO3;92724053000173;Livr Globo;Ação;-;-;-;-
Livr Globo;PN;LGLO4;92724053000173;Livr Globo;Ação;-;-;-;-
Lix da Cunha;ON;LIXC3;46014635000149;Lix da Cunha;Ação;BRLIXCACNOR3;Bens industriais;Construção e engenharia;Construção pesada
Lix da Cunha;PN;LIXC4;46014635000149;Lix da Cunha;Ação;BRLIXCACNPR0;Bens industriais;Construção e engenharia;Construção pesada
Lm Transp Interestaduais Sev e Com S/A;ON;24880 ON;389481000179;Lm Transp Interestaduais Sev e Com S/A;Ação;-;-;-;-
Localiza;ON;RENT3;16670085000155;Localiza;Ação;BRRENTACNOR4;Consumo cíclico;Diversos;Aluguel de carros
Localiza Fleet S/A;ON;024813 ON;2286479000108;Localiza Fleet S/A;Ação;-;-;-;-
Locamerica;ON;LCAM3;10215988000160;Locamerica;Ação;BRLCAMACNOR3;Consumo cíclico;Diversos;Aluguel de carros
Locaweb;ON;LWSA3;2351877000152;Locaweb;Ação;BRLWSAACNOR8;Tecnologia da informação;Programas e serviços;Programas e serviços
Log Com Prop;ON;LOGG3;9041168000110;Log Com Prop;Ação;BRLOGGACNOR7;Financeiro;Exploração de imóveis;Exploração de imóveis
Log-In;ON;LOGN3;42278291000124;Log-In;Ação;BRLOGNACNOR3;Bens industriais;Transporte;Transporte hidroviário
Logos Cia Securitizadora S/A;ON;23477 ON;19851496000135;Logos Cia Securitizadora S/A;Ação;-;-;-;-
Lojas Americ;ON;LAME3;33014556000196;Lojas Americ;Ação;BRLAMEACNOR9;Consumo cíclico;Comércio;Produtos diversos
Lojas Americ;PN;LAME4;33014556000196;Lojas Americ;Ação;BRLAMEACNPR6;Consumo cíclico;Comércio;Produtos diversos
Lojas Americ;UNT;LAME99;33014556000196;Lojas Americ;Ação;BRLAMECDAXX9;Consumo cíclico;Comércio;Produtos diversos
Lojas Americ;UNT;LAME98;33014556000196;Lojas Americ;Ação;BRLAMECDAM18;Consumo cíclico;Comércio;Produtos diversos
Lojas Arapua;PN;LOAR4;354053000100;Lojas Arapua;Ação;-;-;-;-
Lojas Hering;ON;LHER3;82640632000184;Lojas Hering;Ação;BRLHERACNOR3;Financeiro;Exploração de imóveis;Exploração de imóveis
Lojas Hering;PN;LHER4;82640632000184;Lojas Hering;Ação;BRLHERACNPR0;Financeiro;Exploração de imóveis;Exploração de imóveis
Lojas Marisa;ON;AMAR3;61189288000189;Lojas Marisa;Ação;BRAMARACNOR4;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Lojas Renner;ON;LREN3;92754738000162;Lojas Renner;Ação;BRLRENACNOR1;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Lojas Renner;PN;LREN4;92754738000162;Lojas Renner;Ação;-;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Longdis;ON;SPRT3B;2338534000158;Longdis;Ação;BRSPRTACNOR9;Outros;Outros;Outros
Lopes Brasil;ON;LPSB3;8078847000109;Lopes Brasil;Ação;BRLPSBACNOR0;Financeiro;Exploração de imóveis;Intermediação imobiliária
Lorenz;PN;LORZ4;82639543000118;Lorenz;Ação;-;-;-;-
Lupatech;ON;LUPA3;89463822000112;Lupatech;Ação;BRLUPAACNOR8;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Equipamentos e serviços
Lupo S/A;ON;26506 ON;43948405000169;Lupo S/A;Ação;-;-;-;-
M G Poliest;ON;RHDS3;56806656000150;M G Poliest;Ação;BRRHDSACNOR0;-;-;-
M G Poliest;PN;RHDS4;56806656000150;M G Poliest;Ação;-;-;-;-
M.Diasbranco;ON;MDIA3;7206816000115;M.Diasbranco;Ação;BRMDIAACNOR7;Consumo não cíclico;Alimentos processados;Alimentos diversos
Madeirit;PN;MADE4;60873874000185;Madeirit;Ação;-;-;-;-
Madero Indústria e Comercio S/A;ON;26379 ON;13783221000478;Madero Indústria e Comercio S/A;Ação;-;-;-;-
Madero Indústria e Comercio S/A;PN;26379 PN;13783221000478;Madero Indústria e Comercio S/A;Ação;-;-;-;-
Maestroloc;ON;MSRO3;8795211000170;Maestroloc;Ação;BRMSROACNOR7;Consumo cíclico;Diversos;Aluguel de carros
Magaz Luiza;ON;MGLU3;47960950000121;Magaz Luiza;Ação;BRMGLUACNOR2;Consumo cíclico;Comércio;Eletrodomésticos
Magnesita;ON;MAGS3;-;Magnesita;Ação;-;-;-;-
Magnesita;PNA;MAGS5;-;Magnesita;Ação;-;-;-;-
Magnesita;PNC;MAGS7;-;Magnesita;Ação;-;-;-;-
Magnesita Mineração S/A;ON;24244 ON;592603000120;Magnesita Mineração S/A;Ação;-;-;-;-
Magnesita SA;ON;MAGG3;8684547000165;Magnesita SA;Ação;BRMAGGACNOR4;Materiais básicos;Materiais diversos;Materiais diversos
Mahle-Cofap;PN;MLCF4;3002935000103;Mahle-Cofap;Ação;-;-;-;-
Maio Gallo;PN;GALO4;61146650000134;Maio Gallo;Ação;-;-;-;-
Makro;ON;MAKR3;47427653000115;Makro;Ação;-;-;-;-
Maluí Ilha do Sol Empreend Imob Spe S/A;ON;24376 ON;12827269000125;Maluí Ilha do Sol Empreend Imob Spe S/A;Ação;-;-;-;-
Manasa;ON;MNSA3;60400009000111;Manasa;Ação;-;-;-;-
Manasa;PN;MNSA4;60400009000111;Manasa;Ação;-;-;-;-
Manaus Transmissora de Energia S/A;ON;26719 ON;9584854000137;Manaus Transmissora de Energia S/A;Ação;-;-;-;-
Mangels Indl;ON;MGEL3;61065298000102;Mangels Indl;Ação;BRMGELACNOR6;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Mangels Indl;PN;MGEL4;61065298000102;Mangels Indl;Ação;BRMGELACNPR3;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Mannesmann;ON;MANM3;17170150000146;Mannesmann;Ação;-;-;-;-
Mannesmann;PN;MANM4;17170150000146;Mannesmann;Ação;-;-;-;-
Maori;ON;MAOR3B;2535295000126;Maori;Ação;BRMAORACNOR5;Financeiro;Outros;Outros
Maori;PN;MAOR4B;2535295000126;Maori;Ação;BRMAORACNPR2;Financeiro;Outros;Outros
Marambaia;ON;CTPC3;51468056000106;Marambaia;Ação;BRCTPCACNOR5;-;-;-
Marambaia;PN;CTPC4;51468056000106;Marambaia;Ação;-;-;-;-
Marcopolo;ON;POMO3;88611835000129;Marcopolo;Ação;BRPOMOACNOR0;Bens industriais;Material de transporte;Material rodoviário
Marcopolo;PN;POMO4;88611835000129;Marcopolo;Ação;BRPOMOACNPR7;Bens industriais;Material de transporte;Material rodoviário
Marfrig;ON;MRFG3;3853896000140;Marfrig;Ação;BRMRFGACNOR0;Consumo não cíclico;Alimentos processados;Carnes e derivados
Marina de Iracema Park S/A;ON;16268 ON;7334600000135;Marina de Iracema Park S/A;Ação;-;-;-;-
Marina de Iracema Park S/A;PN;16268 PN;7334600000135;Marina de Iracema Park S/A;Ação;-;-;-;-
Marisol;ON;MRSL3;84429752000162;Marisol;Ação;BRMRSLACNOR3;-;-;-
Marisol;PN;MRSL4;84429752000162;Marisol;Ação;BRMRSLACNPR0;-;-;-
Mater Dei;ON;MATD3;16676520000159;Mater Dei;Ação;BRMATDACNOR4;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Mbk Securitizadora S/A;ON;22861 ON;15688041000190;Mbk Securitizadora S/A;Ação;-;-;-;-
Mcom Wireles;ON;MCWS3;1102291000191;Mcom Wireles;Ação;-;-;-;-
Mcom Wireles;PN;MCWS4;1102291000191;Mcom Wireles;Ação;-;-;-;-
Mec Pesada;PN;MEC4;-;Mec Pesada;Ação;-;-;-;-
Medial Saude;ON;MEDI3;43358647000100;Medial Saude;Ação;-;-;-;-
Melhor SP;ON;MSPA3;60730348000166;Melhor SP;Ação;BRMSPAACNOR0;Materiais básicos;Madeira e papel;Papel e celulose
Melhor SP;PN;MSPA4;60730348000166;Melhor SP;Ação;BRMSPAACNPR7;Materiais básicos;Madeira e papel;Papel e celulose
Meliuz;ON;CASH3;14110585000107;Meliuz;Ação;BRCASHACNOR8;Tecnologia da informação;Programas e serviços;Programas e serviços
Melnick;ON;MELK3;12181987000177;Melnick;Ação;BRMELKACNOR8;Consumo cíclico;Construção civil;Incorporações
Melpaper;ON;MLPA3;20540000137;Melpaper;Ação;-;-;-;-
Melpaper;PN;MLPA4;20540000137;Melpaper;Ação;-;-;-;-
Mendes Jr;ON;MEND3;17162082000173;Mendes Jr;Ação;BRMENDACNOR9;Bens industriais;Construção e engenharia;Construção pesada
Mendes Jr;PNA;MEND5;17162082000173;Mendes Jr;Ação;BRMENDACNPA2;Bens industriais;Construção e engenharia;Construção pesada
Mendes Jr;PNB;MEND6;17162082000173;Mendes Jr;Ação;BRMENDACNPB0;Bens industriais;Construção e engenharia;Construção pesada
Menezes Cort;ON;MNZC3;2664042000152;Menezes Cort;Ação;BRMNZCACNOR6;Financeiro;Exploração de imóveis;Exploração de imóveis
Merc Financ;ON;MERC3;33040601000187;Merc Financ;Ação;BRMERCACNOR2;Financeiro;Intermediários financeiros;Soc. crédito e financiamento
Merc Financ;PN;MERC4;33040601000187;Merc Financ;Ação;BRMERCACNPR9;Financeiro;Intermediários financeiros;Soc. crédito e financiamento
Merc Invest;ON;BMIN3;34169557000172;Merc Invest;Ação;BRBMINACNOR4;Financeiro;Intermediários financeiros;Bancos
Merc Invest;PN;BMIN4;34169557000172;Merc Invest;Ação;BRBMINACNPR1;Financeiro;Intermediários financeiros;Bancos
Merc S Paulo;PN;BMCT4;61065421000195;Merc S Paulo;Ação;-;-;-;-
Mercantil;ON;BMEB3;17184037000110;Mercantil;Ação;BRBMEBACNOR8;Financeiro;Intermediários financeiros;Bancos
Mercantil;PN;BMEB4;17184037000110;Mercantil;Ação;BRBMEBACNPR5;Financeiro;Intermediários financeiros;Bancos
Mercantil do Brasil Leas S/A;ON;15890 ON;26386169000115;Mercantil do Brasil Leas S/A;Ação;-;-;-;-
Mesbla;PN;MESB4;33087156000100;Mesbla;Ação;-;-;-;-
Met Duque;ON;DUQE3;84683762000120;Met Duque;Ação;BRDUQEACNOR5;-;-;-
Met Duque;PN;DUQE4;84683762000120;Met Duque;Ação;BRDUQEACNPR2;-;-;-
Metal Iguacu;ON;MTIG3;80227184000166;Metal Iguacu;Ação;BRMTIGACNOR0;Materiais básicos;Embalagens;Embalagens
Metal Iguacu;PN;MTIG4;80227184000166;Metal Iguacu;Ação;BRMTIGACNPR7;Materiais básicos;Embalagens;Embalagens
Metal Leve;ON;LEVE3;60476884000187;Metal Leve;Ação;BRLEVEACNOR2;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Metal Leve;PN;LEVE4;60476884000187;Metal Leve;Ação;-;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Metalfrio;ON;FRIO3;4821041000108;Metalfrio;Ação;BRFRIOACNOR2;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Metanor S/A Metanol do Ne;ON;08745 ON;16234171000115;Metanor S/A Metanol do Ne;Ação;-;-;-;-
Metanor S/A Metanol do Ne;PN;08745 PN;16234171000115;Metanor S/A Metanol do Ne;Ação;-;-;-;-
Metisa;ON;MTSA3;86375425000109;Metisa;Ação;BRMTSAACNOR2;Bens industriais;Máquinas e equipamentos;Máq. e equip. construção e agrícolas
Metisa;PN;MTSA4;86375425000109;Metisa;Ação;BRMTSAACNPR9;Bens industriais;Máquinas e equipamentos;Máq. e equip. construção e agrícolas
Metodo Engenharia;ON;MTDO3;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Metodo Engenharia;PN;MTDO4;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Metodo Engenharia;PNA;MTDO5;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Metodo Engenharia;PNB;MTDO6;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Metodo Engenharia;PNC;MTDO7;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Metodo Engenharia;PND;MTDO8;43710946000154;Metodo Engenharia;Ação;-;-;-;-
Mgi Minas Gerais Part SA;ON;22942 ON;19296342000129;Mgi Minas Gerais Part SA;Ação;-;-;-;-
Micheletto;ON;LETO3;88301163000155;Micheletto;Ação;-;-;-;-
Micheletto;PNA;LETO5;88301163000155;Micheletto;Ação;-;-;-;-
Mills;ON;MILS3;27093558000115;Mills;Ação;BRMILSACNOR2;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
